Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,7514,ner_results
American Wild Wings,Kiranmayikolamuri,"rated 5 as I am delighted and cured my cravings through finger licking juicy chicken wings blended with BBQ,, Amazon wild and original hot sauces giving amazing taste and aroma. Ordered chicken wings and drum stick biriyani which was served very hot and taste was awesome with soft tender chicken. I am so much delighted and and love this place and wish to visit again.",5,"1 Review , 2 Followers",5/8/2019 19:11,0,,"{'food': ['chicken wings', 'drum stick biriyani'], 'drink': []}"
American Wild Wings,Srinivas Lanka,"Tried  chicken wings tossed up with  parmesan spicy garlic and pattaya thai sauces, it was amazing and had  great experience enjoying juicy wings. if you want to taste chicken wings, fried chicken burger and  chicken wings biriyani its the best place to visit in gachibowli.",5,"5 Reviews , 40 Followers",5/6/2019 12:38,0,,"{'food': ['chicken wings', 'fried chicken burger', 'chicken wings biriyani'], 'drink': []}"
American Wild Wings,SodaMedia,"Went there to celebrate my Friends b'day....they indeed made it very special. The ambience is magical, food quality and preparation is amazing and we enjoyed great hospitality from Vicky and Jahan who kept all our needs into consideration... will surely come back, hungry for more...

Thank you so much..",5,"2 Reviews , 2 Followers",4/23/2019 15:22,1,,"{'food': ['food quality and preparation is amazing'], 'drink': []}"
American Wild Wings,Chandra Sekhar,Great food. Polite and friendly environment and people. Perfect Family hangout place. Peaceful atmosphere. Awesome combos and biryanis. Tasty,5,1 Review,4/22/2019 19:34,0,,"{'food': ['Great food', 'Polite and friendly environment and people', 'Perfect Family hangout place', 'Peaceful atmosphere', 'Awesome combos and biryanis'], 'drink': []}"
American Wild Wings,Bala Mahesh,"food is fine
ambience is nice
serving is good
best place to spend with friends and family in and around gachibowli
looking forward to try more recepies next time",5,1 Review,4/16/2019 13:08,0,,"{'food': ['food is fine'], 'drink': ['drink is nice', 'drink is good', 'drink is best place to spend with friends and family in and around gachibowli', 'drink is looking forward to try more recepies next time']}"
American Wild Wings,Girish,"gOOd Ambience for Friends and Families with Lip smacking Eats for all types of fOOdies

Ambience 5/5
Food 4/5
Service 5/5
Location 5/5

Bon Appétit",5,"19 Reviews , 31 Followers",4/16/2019 1:04,3,,"{'food': ['Lip smacking Eats'], 'drink': []}"
American Wild Wings,Jahangeer Kallangunta,Starters are awesome and Movktails are superb. After long time I got unique taste of Hyderabad Dum Biryani. Thank you AWW! Cheers long way to go All the best!,5,"4 Reviews , 2 Followers",4/15/2019 22:31,1,,"{'food': ['Starters', 'Hyderabad Dum Biryani'], 'drink': ['Movktails', 'Cheers']}"
American Wild Wings,Srikanth Tammina,"I've ordered chicken wings and french fries. They are legit cold and quality of chicken is absymal. Also very poor packaging. Straight into BIN. 
Wouldn't recommend.",1,"1 Review , 16 Followers",4/11/2019 17:19,0,,"{'food': ['chicken wings'], 'drink': []}"
American Wild Wings,Moumita Das,I ordered French Fries🍟. Instead I received Aloo Bhartaa!! Literally poor packaging quality. All went to the 🗑. 😓 please improve your quality. I wish I knew I would get such soggy not even 1% fried fries.,1,"56 Reviews , 320 Followers",4/8/2019 0:51,1,,"{'food': ['French Fries'], 'drink': []}"
American Wild Wings,Padmasree Dasari,"Compared to buds, we really found the best taste of wings and fires. So good that we are getting food delivered deliciously. We have found good packing and even burgers is taste is awsome.",5,1 Review,3/24/2019 13:20,0,,"{'food': ['wings', 'fries', 'burgers'], 'drink': []}"
American Wild Wings,Pavan Kaligotla,American wild wings is a restaurant which serves us the better food with a good quality. Actually ii had ordered the wings they are awesome in taste but should be some what less juicy,5,1 Review,3/22/2019 12:54,0,,"{'food': ['wings'], 'drink': []}"
American Wild Wings,Haleemah Siddeeqah,very nice place to visit with a good ambiance and the food is very tasty and the staff is also very much friendly. and one more suggestion is to change the menu regularly,5,1 Review,3/22/2019 12:49,0,,"{'food': ['tasty', 'friendly'], 'drink': []}"
American Wild Wings,Aditya,"It is very rare that the food is so horrible that you have to leave it mid-way and post a review. 

I ordered Chicken Burger + Fries + Wings + Soft drink combo through Zomato, and received my order fairly quickly. However,
(1) Fries were totally cold and soggy. 
(2) Burger was average - tasted like the low-end 40 rupees burger at McDonalds.
(3) Wings were either burnt or double-fried. There were parts of the thick coating which were burnt black - and they perhaps tried to fix it by adding too much sauce on the top.

Looking at other reviews it feels like it might be once-in-a-while exception but they ruined my Monday Lunch!

Wouldn't recommend.",1,"57 Reviews , 310 Followers",3/18/2019 14:38,0,,"{'food': ['Chicken Burger', 'Fries', 'Wings'], 'drink': ['Soft drink']}"
American Wild Wings,Debomita Sandhya,"would rate this place 3.5
The food is good no doubt but they are not professional with the quantity. I have ordered Ceasar salad twice. Once, the quantity was decent, but the next time it was very less. Please take note before ordering. Food is good though.",3,"4 Reviews , 2 Followers",3/14/2019 23:07,0,,"{'food': ['Ceasar salad'], 'drink': []}"
American Wild Wings,Age Of Foodies (Suraj Karambe),"Burger Combos-
Ambiance-
American Wild Wings is recently opened restaurant at IndiraNagar Gachibowli. They have a large indoor sitting area available and have beautiful lights. Counter is located at one of the sides of restaurant.
Food-
American Wild Wings serves burgers, chicken wings, drumsticks, chinese and combos. They also serve food with variety of sauces like Tandoori sauce, chill garlic sauce, etc. We placed an order for grilled chicken burger, fries, chicken wings and coke combo. Burger was very tasty and loaded with cheese and grilled chicken. We also placed an for chicken drumsticks which came into three large chicken leg pieces with chilly garlic sauce which was mouth watering.
Service-
Service was very quick and the staff was very good.",3,"104 Reviews , 334 Followers",3/6/2019 2:32,4,,"{'food': ['grilled chicken burger', 'chicken wings', 'chicken drumsticks'], 'drink': ['coke combo']}"
American Wild Wings,Shantam Sinha,Terrible wings. Not sure if this was just a one off or not but it was inedibly spicy. Good fries tho. Choice for sauces would probably be mich more helpful.,1,"3 Reviews , 1 Follower",2/24/2019 20:31,0,,"{'food': ['Terrible wings'], 'drink': []}"
American Wild Wings,HImanshu Gupta,Wings are of very good quality and variety and quality of sauces is very good.. just keep it up play some light music in the restaurant. American theme;),5,3 Reviews,2/23/2019 22:38,0,,"{'food': ['Wings'], 'drink': []}"
American Wild Wings,Swayamjit Mohapatro,I ordered bean wings but all I received was disappointment and bad taste undercooked wings. The popcorns were like nuggets but decent. Each wing tasted different and bad.,1,"1 Review , 4 Followers",2/14/2019 2:29,0,,"{'food': ['bean wings'], 'drink': []}"
American Wild Wings,Roshan Raj Kotla,"Ordered ceaser salad. It contained lettuce, lettuce and more lettuce. Not to mention couple of tomato slices and some HARD chicken meat. Ignore the sauces. It was jus for smell sake ! Avoid Salads from them !!!",2,"1 Review , 11 Followers",2/8/2019 15:14,1,,"{'food': ['lettuce', 'lettuce', 'lettuce', 'tomato', 'chicken'], 'drink': []}"
American Wild Wings,Amer Mirza,"What a taste it is ! . It's really American taste of burgers which we tasted in Texas earlier .we are amazed to see such a American taste .really awesome burger and wings.
Hope I will visit again for same taste",5,1 Review,2/6/2019 14:38,0,,"{'food': ['burgers', 'wings'], 'drink': []}"
American Wild Wings,Anil D,Aa we are fond of tasty and healthy food .once we have been to American wild wings .we have got pretty good taste of biryani .we have visited almost three time and bookt in online for our sources.,5,1 Review,2/5/2019 19:14,0,,"{'food': ['tasty', 'healthy', 'American wild wings', 'biryani'], 'drink': []}"
American Wild Wings,Sai Kumar,"Trust friendly reception and awesome taste of wings. Happily enjoyed with family. We ordered online also and deliver is pretty good.
Thank u",5,1 Review,2/5/2019 14:08,0,,"{'food': ['wings'], 'drink': []}"
American Wild Wings,Md Zakir,"First burger experience. Really awesome taste of curly fries. Willing to spend every weekend with my family .
Thank u American wild wings for giving a beautiful cusine",5,1 Review,2/5/2019 2:09,0,,"{'food': ['burger', 'curly fries'], 'drink': []}"
American Wild Wings,Anjith Polimat,Fantastic taste of american foods and awesome taste of varities .we have been visiting last three wothout fail. We feel that we have hunger savioris american wild wings,5,1 Review,2/1/2019 4:46,0,,"{'food': ['American wild wings'], 'drink': []}"
American Wild Wings,Shankara Shankar,The Wings are the cheap and best in town. Definitely a place worth checking out in Hyderabad. AWW made my first order itself the best order in zomato. Awesome Food.,5,1 Review,1/29/2019 22:55,0,,"{'food': ['The Wings', 'AWW'], 'drink': []}"
American Wild Wings,GANESH Janjala,A very nice place to visit to have a super food. The staff is also very much friendly we can't find any cons in these restaurant and also a nice place to visit with a family and with friends,5,"1 Review , 1 Follower",1/28/2019 11:54,0,,"{'food': ['super food'], 'drink': []}"
American Wild Wings,Rumman Siddiqua Choudhury,The wings were very bad in taste and please rather than packing the cold drinks its better to give Cans. The cold drink was not packed well and all the drink fell down. Fries were not well packed. Hope you guys look into the matters soon,1,"2 Reviews , 1 Follower",1/23/2019 15:07,0,,"{'food': ['wings'], 'drink': ['cold drinks', 'Cans']}"
American Wild Wings,Rakhee Teja,"It's really yummy .the best ever burger with slight konaseema chicken taste.
Food enjoyment is absolutely great experience that I got with my friend JEYANTH KRISHNA .
The best taste of wings has been to us .as a non veg foodie I am ! It's a fantastic food experience
We ourselves has been here for 5 times .",5,"2 Reviews , 7 Followers",1/14/2019 23:46,0,,"{'food': ['burger', 'chicken', 'wings'], 'drink': []}"
American Wild Wings,Chaitanya,"Best American Restaurant in Hyderabad. Justified name, Wild in quantity and American standard Ambience. Great place to hangout with teams and family.",5,1 Review,12/31/2018 21:02,1,,"{'food': ['dish'], 'drink': ['drink']}"
American Wild Wings,Ralston Gomes,"Awesome Place, Nice Menu, Great Ambience. Different drinks customized food especially Biryani top notch. I will come again and again.
Great place to have parties and events.",5,1 Review,12/28/2018 16:32,0,,"{'food': ['Biryani'], 'drink': ['cocktail', 'beer', 'wine']}"
American Wild Wings,Saisneha,"Spicy,crispy,creami,u can feel every taste only in American wild wings.....
And best place to hangout with friends,enjoy with tasty food..........
Great ambians",5,"1 Review , 1 Follower",12/17/2018 16:16,1,,"{'food': ['Spicy', 'crispy', 'creami'], 'drink': ['u can feel every taste only in American wild wings']}"
American Wild Wings,DIVYA DASARI,"Great choice for craving appetizers.
Well, I opted for signature wings combo. Indeed it was fresh and mouth watering recipe. I seriously enjoyed the exotic aroma of sauce.,flavoured with chilli flakes and soft texture of wings which is juicy. Thanks to AWW,who's really worthy for having credit and appreciation as well.",5,1 Review,12/15/2018 22:57,0,,"{'food': ['signature wings'], 'drink': []}"
American Wild Wings,Karthik,Great Experience with food and ambience. Thanks team.super cool wings and burgers.have a try all of you. Definitely all will like it. Cheers,5,1 Review,12/13/2018 17:21,0,,"{'food': ['wings', 'burgers'], 'drink': []}"
American Wild Wings,Anudheep Reddy,Amazing food. Yummy pasta. Superb hospitality. What else do you need to hangout with friends. Simply superb. Must try . Combos are cool . Worth the price,5,"8 Reviews , 39 Followers",12/8/2018 22:09,0,,"{'food': ['pasta'], 'drink': []}"
American Wild Wings,Jothi Ganesh,"Delicious food with pleasant ambiance and good service
Especially French fries and chicken popcorn are awesome and tastefull
Chicken wings biriyani is delicious",5,1 Review,11/23/2018 23:20,0,,"{'food': ['French fries', 'chicken popcorn', 'chicken wings biriyani'], 'drink': []}"
American Wild Wings,Bijasmita Debnath,"Ordered Chicken and Rice Combo. The packing was horrible. A portion of the Coke dripped into the packet leading to make the whole thing sticky. Even the tissue papers were smeared with Coke. The rice tasted sour. The drumstick smelt foul. The only thing met expectations was the Fries. May be for the first time in my life, I had to throw away half of my food. Would to look forward for the betterment of the quality and taste.",2,"8 Reviews , 8 Followers",11/15/2018 16:34,2,,"{'food': ['Fries'], 'drink': []}"
American Wild Wings,Laksmi Naga Kishore,"Food was good
Place was nice
Staff were polite
Combos were best among the menu
Choice of sauces met customer satisfaction with a couple of fries",4,1 Review,11/14/2018 7:46,0,,"{'food': ['Food was good', 'Combos were best among the menu'], 'drink': ['Choice of sauces met customer satisfaction with a couple of fries']}"
American Wild Wings,Sirisha,"As it's name suggests the wings are mouth watering. you can really enjoy the taste of tender,juicy and freshly prepared chicken. Lots of varieties in sauces and different kinds of wings are always pushing me to order from this restaurant.Quantity of combos are huge. I have heard ambience is too good. I am looking forward to come for dine too.",5,1 Review,11/13/2018 9:02,0,,"{'food': ['chicken', 'sauces', 'wings'], 'drink': []}"
American Wild Wings,Samit Koirala,"Packaging was really bad, sauce was dripping from the packet. Also ordered Sprite can and they delivered in a glass. Shouldn't like customer this way. Needs lot of improvement if they want to be in business for long",2,"3 Reviews , 1 Follower",11/11/2018 17:26,0,,"{'food': ['packaging', 'sauce'], 'drink': ['Sprite can', 'glass']}"
American Wild Wings,Adithya Varun,"Hello
I just ordered from your place on Zomato I just don't want to comment on food that is up to your standards but the softdrink which you have sent is smelling like bathroom cleaner please let me know are you serving soft drinks or any harpic(bathroom cleaner) kind of thing.",1,"1 Review , 1 Follower",11/8/2018 23:30,0,,"{'food': [], 'drink': ['softdrink']}"
American Wild Wings,Vayu Nandan,"It's a great place to have food. Best quality with quantity. The ambience is great. The services are very fast. Each item has as great flavour and taste with each being different.

Thanks for that amazing food of yours and hope to visit it soon and I kindly recommend you to visit the place for having a great food.",5,1 Review,11/2/2018 21:18,0,,"{'food': [""It's a great place to have food."", 'Best quality with quantity.', 'The ambience is great.', 'The services are very fast.', 'Each item has as great flavour and taste with each being different.'], 'drink': []}"
American Wild Wings,Adithya Katroj,Food was really good but please mention properly about combo offers like burger with chicken wings was expecting a chicken burger other then tht every thing is fine,4,"6 Reviews , 39 Followers",10/27/2018 19:14,0,,"{'food': ['burger', 'chicken wings'], 'drink': []}"
American Wild Wings,Romil Aggarwal,"I'd rate it 2.5 I ordered 'the original patty burger' and wings. The burger was quite average or maybe even on the lower side. The buns felt dry. The patty wasn't anything special. The fries that came with it were too salty. The wings, however, were tasty[4/5].",3,"15 Reviews , 51 Followers",10/27/2018 17:12,0,,"{'food': ['the original patty burger', 'the fries'], 'drink': ['wings']}"
American Wild Wings,Nagarjunareddy G,Nice food. Good restaurant and compensate the value for money. Best north and south Indian foods and effortabl prices. Rich look and maintenance.,5,1 Review,10/26/2018 10:34,0,,"{'food': ['Nice food', 'Good restaurant', 'compensate the value for money', 'Best north and south Indian foods', 'effortabl prices'], 'drink': []}"
American Wild Wings,Ashfahossain,They served me burnt food and topped with sauce ! It was all smelling burned and the decorated it and served .. crazy ppl and on complaining zomato says they need to investigate .. woah I would never order from this place and still there’s no action taken on it !,1,"2 Reviews , 1 Follower",10/24/2018 9:26,1,,"{'food': ['burnt food'], 'drink': []}"
American Wild Wings,Babban Irani,"Staff was polite and friendly, but the food and the taste was below par😒😒. The burgers were decent but their wings are baaaad.... At the time we went even the power was also not there.",2,"8 Reviews , 5 Followers",10/22/2018 19:22,0,,"{'food': ['burgers'], 'drink': []}"
American Wild Wings,Bhanu Prakash,"American wild wings as the name tells wings are too wild. The blend of sauces to the chicken wings produce a complete new taste.

Ambience was good enough for families.

Service was good and polite.",4,1 Review,10/21/2018 12:34,0,,"{'food': ['American wild wings'], 'drink': []}"
American Wild Wings,Lakshman Kumar Goli,"I love how they treat the customers, I think I'll never taste the wings before, The taste is really awesome.. I suggest to open one store in Ameerpet too.... I recommend to have a fine Dine IN with your friends and family..",5,"1 Review , 3 Followers",10/17/2018 21:48,1,,
American Wild Wings,Lakshmi P,"A small cute place to visit. Simple decor. Love the lighting here. The staff are really polite and helpful. The service is quick.
The menu is really good and pocket friendly. It gives you a variety of options.
We tried the chicken original patty burger, chicken wings in bbq sauce, fried chicken burger, chicken wings, French fries, curly fries and coke. The quantity and quality are both worth the money
Loved the curly fries. They were crispy and very tasty. Must try!",4,"77 Reviews , 306 Followers",10/17/2018 14:42,4,,"{'food': ['chicken original patty burger', 'chicken wings in bbq sauce', 'fried chicken burger', 'chicken wings', 'French fries', 'curly fries'], 'drink': ['coke']}"
American Wild Wings,Rajini Kanth,"Loved the wings!!!!😊 Great Environment With Great Taste, Best Serve, Wings Biryani tastes Excellent , I recommend to go with your friends and have a great meal.",5,1 Review,10/16/2018 23:09,0,,"{'food': ['wings', 'wings biryani'], 'drink': []}"
American Wild Wings,Pramit Bandyopadhyay,"I ordered the signature chicken wings through zomato, which is 1xfrench fries, 6x chicken wings, and one coke(350ml).
Quantity was satisfactory.
Packaging of the food was good. I really liked how they packaged the coke, which was still a bit cold when it arrived. Some may call it excessive packaging however.
The fries were warm and well salted. But they were not crispy. This could be the fault of delivery, so I am not upset. Only 1 restaurant in zomato has so far managed to deliver crispy fries consistently.
The wings were covered in brown gravy. I was expecting crispy wings like in the photograph. While the wings were certainly not bad, I did not enjoy it very much.
I would recommend you order from the restaurant and try it out once yourself.",4,"11 Reviews , 1 Follower",10/8/2018 14:03,0,,"{'food': ['1xfrench fries', '6x chicken wings'], 'drink': ['one coke(350ml)']}"
American Wild Wings,Jyoshna Reddy,"I had wings with Mexican Jerk...it tastes Delicious.quantity is more and food is awesome.
Quantity- 5/5.
Food-5/5.
Will visit restaurant soon as the ambience looks very good in the photos.",5,"2 Reviews , 166 Followers",10/7/2018 12:37,0,,"{'food': ['wings', 'Mexican Jerk'], 'drink': []}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
American Wild Wings,,,,,,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
Domino's Pizza,Upasana Motani,"I have ordered from Dominos all my life, but no store has ever been this bad.
The order arrived in 45 mins, all my food had completely cooled down.
I asked the delivery boy about their 30 mins policy, and he gave a very casual answer saying ""ma'am parking me late hogya, jaane do"" I tried to argue saying that its not my problem and he agreed to give me a 300 rs refund. I asked him to do it at the moment and he said, his manager is busy so it cant be done right now but he assured me that it will be done. 

I talked to his manager on the phone, and he completely denied my refund. 
He didn't care about customer service, he talked very rudely, and he said he's not going to follow the policy. He also said I don't care if you accept the order or return it.
(If this was the case, why did the delivery boy ensure my refund and tried to run off?)

People like this don't deserve to be a part of DOMINOS.
They're completely ruining the franchise image.",1,3 Reviews,5/18/2019 3:00,0,,
Domino's Pizza,Ankur Sharma,Pathetic service . Food arrived in 2 hours cold and no apology from the restaurant . Very bad customer care service from zomato and dominoes.,1,"1 Review , 1 Follower",5/15/2019 22:41,0,,"{'food': ['cold food'], 'drink': []}"
Domino's Pizza,Vaibhav Singh,Worst experience at dominos. No air conditioner at the store is working (out of 5). It was too hot. No one cared about it. It took too long to get the tables cleaned.,1,"2 Reviews , 45 Followers",5/12/2019 20:42,0,,"{'food': [], 'drink': []}"
Domino's Pizza,Krishna,I ordered pizza with extra cheese but there is no extra cheese in it. I cant imagine dominos can do such a pathetic job. I am totally dissatisfied,1,1 Review,5/11/2019 13:48,0,,"{'food': ['pizza'], 'drink': []}"
Domino's Pizza,Farhaan Nasir (bankruptfoodie),"Domino's doesn't live up to the standards any more. I ordered a pizza and it was late with a delivery time of 1hour with a promised delivery of 30 Mins. Once I got the pizza it was smashed.. When asked for a refund they said they will give me ""Domino's"" credits. However I didn't get the credits as well. Also I don't want domino's credits. I want my money back. I will never order from dominos again and would advise that they shut down at least this store since they are not able to live up to the standards.
Attached images of the smashed pizza.",1,"107 Reviews , 503 Followers",5/7/2019 13:59,1,,"{'food': ['pizza'], 'drink': []}"
Domino's Pizza,Sai Sujan,"Very worst taste I have ever had in my life. Even compared to others like KS Bakers, Karachi bakery Pizza are better than this. Don't want to refer.",1,1 Review,5/2/2019 7:30,0,,"{'food': ['Pizza'], 'drink': []}"
Domino's Pizza,Vikrant Gupta,I ordered 2 pizza from here via zomato. First of all i got my order after 1 and half hour and worst thing is i got the pizza which i haven’t ordered. It was not expected from the dominos.🙁,1,1 Review,4/21/2019 23:17,0,,"{'food': ['pizza'], 'drink': []}"
Domino's Pizza,HARSHA G,The order delivered was not so satisfying because the pizza was not enough hot to catch up the taste of it. Hope i get it right next time when i order.,3,1 Review,4/21/2019 8:37,0,,"{'food': ['pizza'], 'drink': []}"
Domino's Pizza,Sundranipinky,"Pathetic experience
Never order from this outlet
They neither deliver the order nor refund your money
I ordered at around 9pm from this outlet and waited till 11 i never received my food
Also all the help line numbers they provide are either wrong or not reachable
Highly disappointed",1,"1 Review , 1 Follower",4/5/2019 23:41,0,,"{'food': ['pizza', 'burger', 'pasta'], 'drink': ['coke', 'juice']}"
Domino's Pizza,Priyanka,Garlic bread was half cooked,2,2 Reviews,3/16/2019 0:21,0,,"{'food': ['garlic bread'], 'drink': []}"
Domino's Pizza,Moonis Ahmed,"Ordered a pizza, garlic bread and other stuff on 14th Feb at 9 pm through Zomato. ZOMATO shows order is in the kitchen. But no call, no delivery even by 10.15 pm. The branch number on Zomato was incorrect. Called up Dominos hotline and they said they'll reach out to the branch and they'll call back. Waited for 15 min. No call back. Called the hotline again and the guy puts me on hold while he reaches out to the branch. 5 min later i am disconnected. Called up again and the same message that they will reach out to the branch is thrown on my face. Finally had it enough and asked them to cancel my order and refund the money.

I anyway don't eat Dominos pizza given some pretty bad prior experience. But ordered on my wife's insistence. Congratulations. Now even my wife doesn't want to order Dominos ever again. :)

1. Zomato doesn't have any view on what the restaurant is doing with the order. The system automatically said food is being prepared when clearly the restaurant has no clue on the order.

2. Dominos hotline is worthless. No clue on if their branch actually has a working phone or not.",1,"160 Reviews , 754 Followers",2/15/2019 14:31,0,,"{'food': ['pizza', 'garlic bread'], 'drink': []}"
Domino's Pizza,Jyothi,All time favourite. My favourite is pepper barbecue and stuffed garlic bread. High quality with reasonable prices .no other pizza can dominate Domino's pizza,5,"1 Review , 1 Follower",1/27/2019 18:37,0,,"{'food': ['pepper barbecue', 'stuffed garlic bread'], 'drink': []}"
Domino's Pizza,BE Happiee,It is waste to order pizza from this restaurant. I forgot that I have preferred a cheese burst pizza. There is no cheese in pizza and moreover the diameter of uttappam is far better than this pizza. I will never prefer this,1,"1 Review , 1 Follower",1/4/2019 11:00,0,,"{'food': ['pizza', 'uttappam'], 'drink': []}"
Domino's Pizza,Shiva Chintu,taste is good..,5,"2 Reviews , 1 Follower",12/25/2018 10:45,0,,"{'food': ['taste'], 'drink': []}"
Domino's Pizza,Adil PR,The pizza if eaten at the restaurant is very good. Home delivered pizza are somehow tasting pale. Otherwise the pizza is the best out of all the pizzas I have had lately.,4,2 Reviews,12/25/2018 8:58,0,,"{'food': ['pizza'], 'drink': []}"
Domino's Pizza,Priya Pandita,As always tasty and excellent.,5,3 Reviews,12/15/2018 18:15,0,,"{'food': ['tasty', 'excellent'], 'drink': []}"
Domino's Pizza,K V Krishna Rao,"According to the message I got from dominos , the delivery executive was supposed to deliver the pizza at the door, despite of me mentioning the complete address, The man came at the wrong place and called me outside. They should never mention door delivery if they wanna deliver it outside.",3,"2 Reviews , 1 Follower",12/9/2018 15:27,0,,"{'food': ['pizza'], 'drink': []}"
Domino's Pizza,Monica Mittal,I am still waiting for the pizza,1,1 Review,12/7/2018 20:49,0,,"{'food': ['pizza'], 'drink': []}"
Domino's Pizza,Milind Sheth,"The pizzas were delivered to me after 2 hours of placing the order and they were cold. Inspite of raising a complain 3-4 times, I did not receive any customer support and wasn't even contacted by their supervisor. Needless to say, I wasn't even reimbursed for the late delivery and cold pizzas.",1,"7 Reviews , 131 Followers",12/7/2018 15:20,0,,"{'food': ['pizzas'], 'drink': []}"
Domino's Pizza,Pavan Kumar,"I had been waiting 1 hour 26 min to receive my order and I didn't get any information from Zomato as well as Dominos, the contact numbers that mentioned in the message didn't work at all. Finally I got a call from delivery guy after 1 hour and he said will be there in 3 min. But still waited 26 min infront of my gate to see the delivery guy. The worst thing was I couldn't eat that pizza since it was harder than the packing box",1,"1 Review , 1 Follower",12/6/2018 23:27,0,,"{'food': ['pizza'], 'drink': []}"
Domino's Pizza,Sakthi,good and polite,5,2 Reviews,11/9/2018 18:34,0,,"{'food': ['chicken', 'rice'], 'drink': ['tea', 'coffee']}"
Domino's Pizza,Sakshi,less cheese in cheese burst,2,1 Review,10/13/2018 22:37,0,,"{'food': ['cheese'], 'drink': []}"
Domino's Pizza,Syed Aaquib,The delivery was faster than expected. I couldn't believe I got a call just 5 minutes after I placed the order and the guy was at the doorstep,5,2 Reviews,10/11/2018 14:26,0,,"{'food': ['delivery'], 'drink': []}"
Domino's Pizza,Sai Teja,on time delivery.! and great pizzas. thanks Zomato 🤗,5,"2 Reviews , 8 Followers",9/30/2018 22:40,0,,"{'food': ['pizzas'], 'drink': []}"
Domino's Pizza,Ankit Anand,In short it was pathetic. They will mark the order as delivered from there side only . Though it will never get delivered to you. Not the first time and there contact is always find not reachable and it seems they have open an outlet under water or inside an elevator.,1,"26 Reviews , 34 Followers",9/24/2018 14:03,0,,
Domino's Pizza,Zainab Saba,"Great service, quick delivery!                                                                                                                                            

Thank you domino's for such a great service!

Our order was delivered on time and in good condition. Overall its a good experience.",5,1 Review,9/24/2018 12:40,1,,"{'food': ['Great service', 'quick delivery'], 'drink': []}"
Domino's Pizza,Priyanshu Verma,are we fool here to order cheese burst? when we can eat a simple base pizza. always disappointed with the cheese quantity,1,"1 Review , 1 Follower",9/23/2018 13:12,0,,"{'food': ['cheese', 'pizza'], 'drink': []}"
Domino's Pizza,Mohan,very nice,5,"1 Review , 1 Follower",9/9/2018 9:11,0,,"{'food': ['nice'], 'drink': []}"
Domino's Pizza,Malar Madhav Rao,It was cold an tasted bàd.... what do you do for that....,1,"6 Reviews , 4 Followers",9/8/2018 22:47,0,,"{'food': ['bàd'], 'drink': []}"
Domino's Pizza,Anamika Gupta,i m not getting from which outlet i need to book order for gachibowli address,1,"1 Review , 2 Followers",9/8/2018 19:37,0,,
Domino's Pizza,Sarthak Shah,.,4,"2 Reviews , 4 Followers",9/2/2018 20:28,0,,"{'food': ['pizza', 'pasta'], 'drink': ['coffee', 'tea']}"
